,food_id,flavor_name,food_name,orig_content,flavor_group,normalized
3030,749,ketone,Stew,1665.0,chemical,0.19184
3036,750,ketone,Gelatin dessert,21353.0,chemical,0.17718
3043,751,ketone,Junket,576.0,chemical,0.10196
3049,752,ketone,Falafel,573.0,chemical,0.16647
3056,754,ketone,Other frozen dessert,110.0,chemical,0.07586
3062,755,ketone,Lasagna,422.0,chemical,0.07953
3068,757,ketone,Pancake,3997.0,chemical,0.14042
3075,759,ketone,Pudding,1911.0,chemical,0.09283
3082,760,ketone,Waffle,1335.0,chemical,0.13531
3089,761,ketone,Soy milk,341.0,chemical,0.14529
3095,762,ketone,Meatloaf,9755.0,chemical,0.17069
3103,765,ketone,Couscous,485.0,chemical,0.11311
3109,766,ketone,Bulgur,545.0,chemical,0.12604
3115,767,ketone,Coffee substitute,356.0,chemical,0.15168
3122,769,ketone,Chimichanga,2092.0,chemical,0.16098
3128,770,ketone,Semolina,1364.0,chemical,0.1174
3134,771,ketone,Tapioca pearl,5.0,chemical,0.18519
3140,772,ketone,Tostada,1503.0,chemical,0.15954
3146,774,ketone,Baked potato,714.0,chemical,0.10184
3152,775,ketone,Hot dog,1873.0,chemical,0.1802
3158,776,ketone,Spread,3600.0,chemical,0.16721
3164,777,ketone,Enchilada,1077.0,chemical,0.15762
3170,778,ketone,Egg substitute,624.0,chemical,0.17788
3177,779,ketone,Nutritional drink,135.0,chemical,0.10774
3183,780,ketone,Other sandwich,10080.0,chemical,0.16224
3189,781,ketone,Ketchup,328.0,chemical,0.22969
3196,782,ketone,Breakfast sandwich,11285.0,chemical,0.14919
3202,784,ketone,Macaroni and cheese,2228.0,chemical,0.11417
3208,785,ketone,Butterfat,10.0,chemical,0.10204
3214,787,ketone,Hushpuppy,383.0,chemical,0.16431
3220,789,ketone,Relish,90.0,chemical,0.16605
3226,790,ketone,Other fruit product,320.0,chemical,0.23324
3232,793,ketone,Vegetarian food,3826.0,chemical,0.14596
3238,795,ketone,Cold cut,10177.0,chemical,0.18942
3244,796,ketone,Mixed nuts,7199.0,chemical,0.16509
3250,803,ketone,Phyllo dough,229.0,chemical,0.11624
3257,805,ketone,Pie crust,2689.0,chemical,0.11432
3263,806,ketone,Pie filling,13.0,chemical,0.18571
3270,807,ketone,Pie,3286.0,chemical,0.12772
3277,810,ketone,Ice cream cone,490.0,chemical,0.11134
3283,812,ketone,Cracker,12390.0,chemical,0.12541
3289,815,ketone,Natto,798.0,chemical,0.14337
3295,816,ketone,Ravioli,331.0,chemical,0.14711
3301,818,ketone,Other pasta dish,412.0,chemical,0.15009
3307,819,ketone,Succotash,1834.0,chemical,0.19148
3313,820,ketone,Tamale,1049.0,chemical,0.19981
3319,824,ketone,Evaporated milk,965.0,chemical,0.09937
3325,829,ketone,Pita bread,947.0,chemical,0.12161
3331,831,ketone,Bagel,3200.0,chemical,0.12143
3337,832,ketone,Other bread product,3550.0,chemical,0.12748
3343,835,ketone,French toast,1202.0,chemical,0.14216
3349,836,ketone,Wheat bread,12224.0,chemical,0.12491
3355,837,ketone,Rye bread,4488.0,chemical,0.1411
3363,838,ketone,Oat bread,2758.0,chemical,0.13078
3369,839,ketone,Potato bread,243.0,chemical,0.13846
3375,840,ketone,Cornbread,1393.0,chemical,0.16593
3381,841,ketone,Corn grits,3662.0,chemical,0.23921
3387,842,ketone,Multigrain bread,712.0,chemical,0.1456
3393,843,ketone,Rice bread,685.0,chemical,0.13053
3399,845,ketone,Raisin bread,824.0,chemical,0.1273
3405,846,ketone,Wonton wrapper,307.0,chemical,0.11494
3411,848,ketone,Trail mix,2625.0,chemical,0.16049
3417,850,ketone,Fruit-flavor drink,112.0,chemical,0.102
3425,854,ketone,Frozen yogurt,276.0,chemical,0.09481
3432,855,ketone,Milkshake,598.0,chemical,0.09983
3439,858,ketone,Pupusa,1423.0,chemical,0.15672
3445,859,ketone,Empanada,578.0,chemical,0.16841
3451,860,ketone,Arepa,342.0,chemical,0.20406
3457,862,ketone,Gefilte fish,546.0,chemical,0.17843
3463,865,ketone,Other dish,13716.0,chemical,0.16161
3470,866,ketone,Pot pie,643.0,chemical,0.16067
3476,867,ketone,Stuffing,346.0,chemical,0.1778
3482,868,ketone,Edible shell,997.0,chemical,0.22087
3490,871,ketone,Condensed milk,273.0,chemical,0.09949
3496,872,ketone,Margarine,257.0,chemical,0.11078
3502,873,ketone,Margarine-like spread,42.0,chemical,0.10474
3508,874,ketone,Hummus,213.0,chemical,0.1668
3514,876,ketone,Potato puffs,189.0,chemical,0.15803
3520,877,ketone,Potato gratin,500.0,chemical,0.09893
3526,878,ketone,Milk substitute,55.0,chemical,0.08423
3531,880,ketone,Soft-necked garlic,224.4,chemical,0.16794
3533,880,thymol,Soft-necked garlic,0.01,chemical,1e-05
3538,881,ketone,Cabbage,301.75,chemical,0.0955
3545,906,ketone,Sunburst squash (pattypan squash),7067.0,chemical,0.16499
3552,907,ketone,Green zucchini,1276.0900000000001,chemical,0.20865
3553,907,ketonic,Green zucchini,62.0,chemical,0.01014
3560,908,ketone,Yellow zucchini,1285.65,chemical,0.20394
3568,909,ketone,Green bell pepper,1425.9,chemical,0.17914
3569,909,ketonic,Green bell pepper,35.0,chemical,0.0044
3572,909,mercaptan,Green bell pepper,127.3921,chemical,0.016
3579,910,ketone,Yellow bell pepper,417.39,chemical,0.19556
3587,911,ketone,Orange bell pepper,698.21504,chemical,0.31033
3594,912,ketone,Red bell pepper,1483.98357081,chemical,0.00693
3595,912,ketonic,Red bell pepper,50000.0,chemical,0.23364
3602,913,ketone,Italian sweet red pepper,1039.0,chemical,0.17458
3603,913,ketonic,Italian sweet red pepper,26.0,chemical,0.00437
3605,913,mercaptan,Italian sweet red pepper,0.0436,chemical,1e-05
3611,914,ketone,Yellow wax bean,2824.8,chemical,0.1808
3614,914,mercaptan,Yellow wax bean,0.291,chemical,2e-05
3621,915,ketone,Green bean,1428.34,chemical,0.22695
3629,916,ketone,Saskatoon berry,58.3,chemical,0.41201
3634,917,ketone,Nanking cherry,112.9,chemical,0.39106
